learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,0.515625,2.6192962347219388E-8,100000.0,82.22699999999999,52.40630900618169,54.46206666837479,32.74681197260376,100000.0,196360.0,107.0,54.0,54.0,10.0,0.0,0.0,1.0
200000.0,0.953125,6.675813993853E-8,200000.0,79.381,42.28770337998484,47.06358069857897,22.054209352436416,200000.0,358408.0,193.0,97.0,97.0,10.0,0.0,0.0,1.0
300000.0,1.390625,1.2653792509809135E-7,300000.0,78.90599999999999,40.4120314969847,45.949777929620765,20.371954902355526,300000.0,528176.0,285.0,143.0,143.0,12.0,0.0,0.0,1.0
400000.0,1.8125,1.9842322217300533E-7,400000.0,78.72475,39.55651413305698,45.43513525643902,19.81664515277999,400000.0,658656.0,355.0,178.0,178.0,13.0,0.0,0.0,1.0
500000.0,2.21875,2.8501067491662167E-7,500000.0,78.3236,38.02936088178135,44.44826013193168,18.40670922669238,500000.0,823880.0,445.0,223.0,223.0,13.0,0.0,0.0,1.0
600000.0,2.671875,4.003119667888515E-7,600000.0,78.158,37.251109451201735,44.00276884029177,17.723799777754078,600000.0,983600.0,531.0,266.0,266.0,13.0,0.0,0.0,1.0
700000.0,3.125,5.318670365442005E-7,700000.0,77.9767142857143,36.550822321622654,43.54637302758543,17.07698845146336,700000.0,1122256.0,611.0,306.0,306.0,13.0,0.0,0.0,1.0
800000.0,3.59375,6.883884068681962E-7,800000.0,77.654375,35.372710261437625,42.73417753958618,15.909721666894013,800000.0,1290728.0,699.0,350.0,350.0,13.0,0.0,0.0,1.0
900000.0,4.078125,8.67900865462919E-7,900000.0,77.58288888888889,35.038000155703145,42.55099832568312,15.639517137278034,900000.0,1432568.0,773.0,387.0,387.0,13.0,0.0,0.0,1.0
1000000.0,4.640625,1.0931924528752763E-6,1000000.0,77.4524,34.60749096183549,42.29808578155389,15.274719493773613,1000000.0,1548192.0,843.0,422.0,422.0,13.0,3548.6635071090045,0.0,1.0338262318902518
