learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,0.46875,2.378073986619711E-8,100000.0,86.656,40.12586340398475,48.44492524050535,12.452434063771156,100000.0,196104.0,105.0,53.0,53.0,9.0,0.0,0.0,1.0
200000.0,0.875,6.077998679959112E-8,200000.0,85.7475,34.25291442737563,45.061193023031706,7.0983932470749,200000.0,352048.0,195.0,98.0,98.0,10.0,0.0,0.0,1.0
300000.0,1.234375,1.0786028320176733E-7,300000.0,85.29166666666667,31.832758786712787,43.613106039307894,4.744943116810246,300000.0,506400.0,273.0,137.0,137.0,12.0,0.0,0.0,1.0
400000.0,1.609375,1.6670590007884635E-7,400000.0,84.98175,28.05883663227257,42.440618203071864,2.614855883020455,400000.0,606576.0,327.0,164.0,164.0,12.0,0.0,0.0,1.0
500000.0,2.0,2.477317725101279E-7,500000.0,84.8992,26.026509456954695,42.207628188936596,2.2892860378139397,500000.0,801800.0,435.0,218.0,218.0,13.0,0.0,0.0,1.0
600000.0,2.421875,3.495072855407165E-7,600000.0,84.78966666666666,24.29607625367049,41.780485470957856,1.608555965241372,600000.0,932528.0,503.0,252.0,252.0,13.0,0.0,0.0,1.0
700000.0,2.84375,4.707637385258244E-7,700000.0,84.76871428571428,22.84101765828391,41.59271189411867,1.2412119415704386,700000.0,1111024.0,601.0,301.0,301.0,14.0,0.0,0.0,1.0
800000.0,3.265625,6.056879323700236E-7,800000.0,84.761875,21.689442639392603,41.43096680583647,0.9723643807574055,800000.0,1236256.0,667.0,334.0,334.0,14.0,0.0,0.0,1.0
900000.0,3.6875,7.500391479374634E-7,900000.0,84.70433333333334,20.603651638353863,41.279672403864616,0.6868042679979811,900000.0,1322632.0,717.0,359.0,359.0,14.0,0.0,0.0,1.0
1000000.0,4.21875,9.520143632673555E-7,1000000.0,84.7143,19.876099849882884,41.254712666648715,0.6428506428506542,1000000.0,1469608.0,793.0,397.0,397.0,14.0,3581.743073047859,0.0,1.0335144927536233
