learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,0.5,2.5874210728539362E-8,100000.0,79.783,55.60017124274065,55.828180646288985,42.45744862526329,100000.0,200032.0,107.0,54.0,54.0,8.0,0.0,0.0,1.0
200000.0,0.953125,6.92432513460517E-8,200000.0,77.616,50.157816459835594,51.03148038765286,36.49748929047631,200000.0,369968.0,199.0,100.0,100.0,10.0,0.0,0.0,1.0
300000.0,1.375,1.2379459803923965E-7,300000.0,76.89433333333334,48.25639770642626,49.369649691763804,34.33589420535603,300000.0,499832.0,269.0,135.0,135.0,10.0,0.0,0.0,1.0
400000.0,1.828125,2.0788342226296662E-7,400000.0,76.57525,47.42258202671931,48.66427060847458,33.314591947846736,400000.0,717336.0,389.0,195.0,195.0,12.0,0.0,0.0,1.0
500000.0,2.28125,3.12370118788547E-7,500000.0,76.3614,46.976196598805906,48.20367416340912,32.75548172001411,500000.0,891344.0,485.0,243.0,243.0,12.0,0.0,0.0,1.0
600000.0,2.75,4.353696971924769E-7,600000.0,76.22966666666666,46.589993331954155,47.8842668381665,32.353094629398605,600000.0,1014296.0,547.0,274.0,274.0,13.0,0.0,0.0,1.0
700000.0,3.21875,5.758189622105824E-7,700000.0,76.03714285714285,46.09643656186021,47.50365383832978,31.85123792344133,700000.0,1158192.0,625.0,313.0,313.0,13.0,0.0,0.0,1.0
800000.0,3.703125,7.40539043262187E-7,800000.0,75.946625,45.827545398799266,47.26004494874747,31.584673419539733,800000.0,1314520.0,711.0,356.0,356.0,13.0,0.0,0.0,1.0
900000.0,4.1875,9.247791280763017E-7,900000.0,75.84188888888889,45.57059927975517,47.03226938087418,31.351450339259706,900000.0,1470296.0,801.0,401.0,401.0,13.0,0.0,0.0,1.0
1000000.0,4.828125,1.1983611491612262E-6,1000000.0,75.7646,45.34312806838996,46.862447597832016,31.16351200890729,1000000.0,1650768.0,891.0,446.0,446.0,14.0,3581.237668161435,0.0,1.0335179861159807
