learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,0.53125,4.698289558291435E-8,100000.0,85.559,63.645132727594955,64.90729265388447,49.98961074941127,100000.0,341856.0,185.0,93.0,93.0,10.0,0.0,0.0,1.0
200000.0,1.0,1.1693104170262814E-7,200000.0,82.4125,55.48095356172158,57.044463712188744,38.80905991232343,200000.0,576816.0,317.0,159.0,159.0,11.0,0.0,0.0,1.0
300000.0,1.421875,2.0080682588741183E-7,300000.0,80.77233333333334,50.95334747781551,53.18812234728907,33.327554122311234,300000.0,768520.0,417.0,209.0,209.0,11.0,0.0,0.0,1.0
400000.0,1.890625,3.207776656684776E-7,400000.0,79.99725,48.86643190137874,51.1732075402613,30.621287665293718,400000.0,989320.0,535.0,268.0,268.0,11.0,0.0,0.0,1.0
500000.0,2.359375,4.584533356440564E-7,500000.0,79.06800000000001,46.2858695788067,48.94634146341465,27.43031479683819,500000.0,1135320.0,615.0,308.0,308.0,11.0,0.0,0.0,1.0
600000.0,2.828125,6.178656864600876E-7,600000.0,78.68783333333333,45.1615186952176,48.02185250372947,26.104619580920698,600000.0,1314568.0,711.0,356.0,356.0,12.0,0.0,0.0,1.0
700000.0,3.328125,8.084908606381051E-7,700000.0,78.22842857142858,43.67064366476336,46.89435041832622,24.499016611098188,700000.0,1473712.0,801.0,401.0,401.0,13.0,0.0,0.0,1.0
800000.0,3.8125,1.0096355173219407E-6,800000.0,78.057125,42.92113778035469,46.491396522030705,23.89897299617205,800000.0,1605200.0,871.0,436.0,436.0,13.0,0.0,0.0,1.0
900000.0,4.328125,1.2488179749602243E-6,900000.0,77.858,42.122385785077604,46.028324039141246,23.203977031870235,900000.0,1793072.0,975.0,488.0,488.0,13.0,0.0,0.0,1.0
1000000.0,5.0,1.5990584506653248E-6,1000000.0,77.7282,41.49560981946511,45.70780140460873,22.72853435474696,1000000.0,2015024.0,1091.0,546.0,546.0,13.0,3570.4908424908426,0.0,1.0336170317539786
