learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,0.515625,2.9067838719735543E-8,100000.0,77.672,50.427812595277935,51.73054888989774,37.585956281097985,100000.0,217912.0,119.0,60.0,60.0,9.0,0.0,0.0,1.0
200000.0,1.28125,1.0607657410825292E-7,200000.0,74.2575,42.56169757595406,44.223560765280695,28.202875510744814,200000.0,388800.0,211.0,106.0,106.0,9.0,0.0,0.0,1.0
300000.0,1.84375,1.879503057959179E-7,300000.0,72.88666666666667,39.530428051578184,41.04472743877247,24.415741300004647,300000.0,562632.0,303.0,152.0,152.0,10.0,0.0,0.0,1.0
400000.0,2.25,2.6104244170710446E-7,400000.0,71.73825000000001,36.737384919932566,38.546049555867235,21.13586895858914,400000.0,695472.0,375.0,188.0,188.0,11.0,0.0,0.0,1.0
500000.0,2.84375,3.8835152129953104E-7,500000.0,70.84620000000001,34.61067813809796,36.64035537628333,18.648428431109934,500000.0,828816.0,447.0,224.0,224.0,12.0,0.0,0.0,1.0
600000.0,3.6875,6.109154977214833E-7,600000.0,70.22066666666666,33.07929217081125,35.323012100963226,16.898362394132345,600000.0,1019632.0,551.0,276.0,276.0,13.0,0.0,0.0,1.0
700000.0,4.1875,7.603720748900539E-7,700000.0,69.89271428571429,32.21411073696062,34.630177606560835,15.997305549133866,700000.0,1155440.0,623.0,312.0,312.0,13.0,0.0,0.0,1.0
800000.0,4.6875,9.322383428095943E-7,800000.0,69.79962499999999,31.858810773390882,34.420787483646116,15.668205982037827,800000.0,1328688.0,717.0,359.0,359.0,13.0,0.0,0.0,1.0
900000.0,5.1875,1.1179378553707566E-6,900000.0,69.53177777777778,31.11206921475785,33.884668150287766,14.938378452156067,900000.0,1435632.0,777.0,389.0,389.0,13.0,0.0,0.0,1.0
1000000.0,5.796875,1.3683360561521517E-6,1000000.0,69.2202,30.312454828457042,33.19268544142385,14.12844548599486,1000000.0,1588360.0,857.0,429.0,429.0,13.0,3582.4335664335663,0.0,1.0335071938701148
