learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.089697184,1.2640639966395167E-8,100000.0,97.431,94.36240167394317,94.409870310732,92.7881646173713,100000.0,44840.0,230.0,100.0,100.0,4.0,0.0,0.0,1.0
200000.0,1.800514669,1.582706841501511E-8,200000.0,97.425,94.3436523665523,94.39022264825061,92.7628897851351,200000.0,17328.0,406.0,149.0,149.0,2.0,0.0,0.0,1.0
300000.0,2.535932198,1.9443398212670454E-8,300000.0,97.43433333333333,94.36661698062366,94.4134362048818,92.79994761557315,300000.0,19008.0,607.0,222.0,222.0,2.0,0.0,0.0,1.0
400000.0,3.232077677,2.9215982849794545E-8,400000.0,97.4765,94.45851900160851,94.50878844092895,92.91703798303288,400000.0,54264.0,837.0,325.0,325.0,6.0,0.0,0.0,1.0
500000.0,3.890621559,3.795779140653503E-8,500000.0,97.4872,94.48067494507994,94.52599108578299,92.94097817231788,500000.0,51312.0,985.0,352.0,352.0,4.0,0.0,0.0,1.0
600000.0,4.586742809,4.014476872657529E-8,600000.0,97.45700000000001,94.41616782708812,94.46100230519305,92.86402454423857,600000.0,12144.0,1228.0,461.0,461.0,1.0,0.0,0.0,1.0
700000.0,5.201224075,5.412366823668074E-8,700000.0,97.466,94.43489784713798,94.47760125279808,92.88821531812185,700000.0,87936.0,1418.0,535.0,535.0,6.0,0.0,0.0,1.0
800000.0,5.882233767,5.9595042712686374E-8,800000.0,97.476125,94.4619308709007,94.50070269858044,92.92603713033456,800000.0,31056.0,1635.0,619.0,619.0,3.0,0.0,0.0,1.0
900000.0,6.527450896,7.115245422172463E-8,900000.0,97.469,94.44784153674331,94.48388924674418,92.90544012806895,900000.0,69240.0,1773.0,639.0,639.0,5.0,0.0,0.0,1.0
1000000.0,7.224638288,8.241575515953617E-8,1000000.0,97.4486,94.40258829565622,94.44094622006565,92.84879435168548,1000000.0,62448.0,1949.0,696.0,696.0,5.0,0.0,0.0,1.0
