learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.007064299,4.295589858125895E-9,100000.0,90.469,80.59546059191725,80.64457170707932,78.25908437692465,100000.0,16488.0,154.0,33.0,33.0,1.0,0.0,0.0,1.0
200000.0,1.711746829,8.348525131553825E-9,200000.0,90.93599999999999,81.53163611880404,81.61684176367987,79.28394299884579,200000.0,22232.0,312.0,62.0,62.0,3.0,0.0,0.0,1.0
300000.0,2.427348388,9.367462131093359E-9,300000.0,90.846,81.33535314816712,81.4242616918519,79.0518326404516,300000.0,5504.0,483.0,104.0,104.0,0.0,0.0,0.0,1.0
400000.0,3.17381731,1.8357214002184983E-8,400000.0,90.98475,81.62547511279593,81.73904677024044,79.41147923791472,400000.0,46552.0,720.0,190.0,190.0,4.0,0.0,0.0,1.0
500000.0,3.865945358,2.1750645808318837E-8,500000.0,91.1344,81.93498568913041,82.05467639879038,79.79046420658152,500000.0,18952.0,849.0,181.0,181.0,2.0,0.0,0.0,1.0
600000.0,4.564862242,2.739626654482343E-8,600000.0,91.03933333333333,81.74128965179948,81.86992911723647,79.56844593413443,600000.0,31224.0,980.0,174.0,174.0,3.0,0.0,0.0,1.0
700000.0,5.322704701,3.4979650200340485E-8,700000.0,91.07357142857143,81.80572462106508,81.91984953703704,79.62228585218861,700000.0,38680.0,1132.0,187.0,187.0,4.0,0.0,0.0,1.0
800000.0,6.026997625,3.686579581288828E-8,800000.0,91.06762499999999,81.79344720185571,81.90389124962647,79.60423790251225,800000.0,10352.0,1288.0,203.0,203.0,1.0,0.0,0.0,1.0
900000.0,6.678221268,3.986055447916604E-8,900000.0,91.17955555555555,82.02071900715259,82.133718038454,79.86286740551523,900000.0,17776.0,1389.0,182.0,182.0,2.0,0.0,0.0,1.0
1000000.0,7.36649506,4.193313705385145E-8,1000000.0,91.16199999999999,81.98866538693905,82.09503125974967,79.83264610378497,1000000.0,11640.0,1512.0,176.0,176.0,1.0,0.0,0.0,1.0
