learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.074177618,2.9545319873467087E-9,100000.0,96.172,91.92682717417911,91.96878147029204,90.26003765711668,100000.0,10632.0,175.0,47.0,47.0,1.0,0.0,0.0,1.0
200000.0,1.815858934,1.53756540338902E-8,200000.0,96.069,91.69259710510353,91.74818422267938,89.96822804353653,200000.0,64736.0,281.0,13.0,13.0,5.0,0.0,0.0,1.0
300000.0,2.526554547,2.433613136781172E-8,300000.0,96.09733333333334,91.75352143356294,91.81687925912982,90.05225370661456,300000.0,48736.0,431.0,17.0,17.0,4.0,0.0,0.0,1.0
400000.0,3.212066158,3.993516394813648E-8,400000.0,96.14975,91.86677268758956,91.93474902463932,90.1919451803546,400000.0,87960.0,612.0,57.0,57.0,8.0,0.0,0.0,1.0
500000.0,3.908895935,4.38318880858293E-8,500000.0,96.18480000000001,91.94040284472828,92.01152457766946,90.28345855087228,500000.0,21616.0,891.0,191.0,191.0,3.0,0.0,0.0,1.0
600000.0,4.576196746,5.442868148492442E-8,600000.0,96.24283333333334,92.0637196251943,92.13161559645516,90.43661601377894,600000.0,61384.0,1089.0,264.0,264.0,5.0,0.0,0.0,1.0
700000.0,5.274262146,6.078111596569419E-8,700000.0,96.22714285714285,92.02959947642069,92.09915397226177,90.3943377148635,700000.0,35176.0,1295.0,323.0,323.0,4.0,0.0,0.0,1.0
800000.0,5.94852422,6.177049472774483E-8,800000.0,96.245375,92.06601203034859,92.13754904706686,90.43377177617121,800000.0,5672.0,1525.0,412.0,412.0,0.0,0.0,0.0,1.0
900000.0,6.640757811,6.621314423976053E-8,900000.0,96.16377777777778,91.88910680277148,91.9667557801619,90.21909720845115,900000.0,24808.0,1704.0,454.0,454.0,3.0,0.0,0.0,1.0
1000000.0,7.315806595,7.238546499912318E-8,1000000.0,96.1478,91.8538586970539,91.92884679852499,90.17872166840885,1000000.0,35344.0,1856.0,481.0,481.0,3.0,0.0,0.0,1.0
