learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.010567174,1.4389352163341312E-9,100000.0,87.059,70.0694363450441,70.11937472580756,59.19467742952638,100000.0,5504.0,109.0,1.0,1.0,0.0,0.0,0.0,1.0
200000.0,1.699405437,2.4497023559672138E-9,200000.0,86.861,69.62529015384364,69.71917816111821,58.49706235390738,200000.0,5672.0,191.0,-19.0,-19.0,0.0,0.0,0.0,1.0
300000.0,2.321974135,5.5562077194804114E-9,300000.0,86.88133333333333,69.62203764712469,69.69048187482191,58.55212578854802,300000.0,19288.0,295.0,-20.0,-20.0,2.0,0.0,0.0,1.0
400000.0,2.989409693,9.317565087417347E-9,400000.0,86.92225,69.63249272123532,69.76435024362613,58.58555470228247,400000.0,21784.0,401.0,-27.0,-27.0,3.0,0.0,0.0,1.0
500000.0,3.633822397,1.131408437544066E-8,500000.0,86.82140000000001,69.42947460452208,69.53333425806483,58.28263195547988,500000.0,11976.0,462.0,-69.0,-69.0,1.0,0.0,0.0,1.0
600000.0,4.305776141,1.7312084252741188E-8,600000.0,86.71416666666667,69.12119047863527,69.27077109297602,57.97129721407936,600000.0,34504.0,568.0,-77.0,-77.0,3.0,0.0,0.0,1.0
700000.0,4.955608198,1.82656156181958E-8,700000.0,86.76114285714286,69.27977211148189,69.39275640898613,58.166913437579005,700000.0,5672.0,660.0,-99.0,-99.0,0.0,0.0,0.0,1.0
800000.0,5.609729051,2.1197886332997847E-8,800000.0,86.744625,69.24716961851338,69.36466115454172,58.1079586306067,800000.0,17328.0,725.0,-135.0,-135.0,1.0,0.0,0.0,1.0
900000.0,6.250886768,2.4341415909501828E-8,900000.0,86.70177777777778,69.1423060587151,69.27894697663912,57.95560333168224,900000.0,18952.0,772.0,-189.0,-189.0,2.0,0.0,0.0,1.0
1000000.0,6.907639486,2.7333057330617062E-8,1000000.0,86.63380000000001,68.9816122166982,69.10392077999529,57.7457575680939,1000000.0,17608.0,840.0,-228.0,-228.0,2.0,0.0,0.0,1.0
