learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.337872274,3.3571587409286035E-9,10000.0,79.09,68.66378372477853,68.53273137697518,67.78120184899846,10000.0,38408.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.48694896,5.332059029406971E-9,20000.0,78.67,68.037063938939,67.94409377817853,67.42516799022602,20000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.599369047,6.8213493282741145E-9,30000.0,78.90666666666667,68.3726017786843,68.3520880220055,67.83735705209658,30000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,0.710149106,8.617229415298336E-9,40000.0,79.0875,68.64802259269591,68.55854162751363,68.26390469686623,40000.0,62664.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
50000.0,0.840421389,1.20232411240807E-8,50000.0,79.574,69.37397758099351,69.22311957569912,69.0674501014629,50000.0,101064.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
60000.0,0.9687276,1.6182710879869344E-8,60000.0,80.00333333333333,70.01636072596183,69.8800020083346,69.72571976483056,60000.0,125312.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
70000.0,1.070854187,1.9493481625709683E-8,70000.0,80.41,70.62470607071592,70.51284808085153,70.35411622276028,70000.0,125312.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
80000.0,1.191125783,2.4534503815068552E-8,80000.0,80.59875,70.90712422653081,70.82189720645185,70.65973534971644,80000.0,162016.0,25.0,13.0,13.0,5.0,0.0,0.0,1.0
90000.0,1.32407298,3.062243464841404E-8,90000.0,80.83111111111111,71.25391078761518,71.16496740765503,71.0089399744572,90000.0,177008.0,27.0,14.0,14.0,5.0,0.0,0.0,1.0
100000.0,1.446298715,3.7055437023449274E-8,100000.0,81.018,71.53225964846541,71.43330122802793,71.27290887903506,100000.0,203448.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
110000.0,1.546788568,4.234443334665356E-8,110000.0,81.22545454545454,71.84218282060215,71.75331336424439,71.61276133661394,110000.0,203448.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
120000.0,1.633205006,4.6892715677670715E-8,120000.0,81.44083333333333,72.16485190295768,72.0953252057987,71.97100318411216,120000.0,203448.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
